userID,recommended_itemIDs
11909,1198 2762 318 1196 1197 1270 858 2716 593 1291
11919,2762 318 2028 260 593 1198 3147 3408 1196 457
11931,318 593 858 2858 608 260 2396 919 1198 2028
11933,2762 318 2028 858 593 260 1198 2858 1196 589
11939,260 1198 318 2762 858 1196 1197 593 2028 2858
11941,318 2762 2028 260 593 1198 858 1196 2858 3147
11955,260 912 1198 919 1097 1197 953 2762 920 750
11961,913 923 919 904 910 1252 898 750 1212 903
11965,260 1198 2762 1196 318 2028 858 1197 593 2858
11973,858 260 318 2858 1198 1193 2028 2762 750 1196
11975,260 1198 1197 858 912 919 1196 904 2396 608
11981,318 260 2762 1198 1196 1197 858 593 2858 2028
12005,858 912 1207 919 1193 318 1247 1234 593 923
12009,260 2762 1198 858 318 1196 1214 2858 2028 593
12011,858 318 2762 593 2858 260 1198 1197 1196 1193
12015,260 2762 318 1198 2028 858 1196 593 2858 1197
12021,2028 2762 318 260 3753 589 1198 3147 593 457
12025,2858 318 608 1197 912 1148 2692 1617 858 2599
12029,2762 318 260 593 1198 2858 858 1197 1196 2028
12031,912 904 923 1207 908 1172 2997 913 1148 2396
12037,2858 2028 2762 593 858 608 260 1617 1193 2997
12043,318 2762 260 1198 593 2028 1196 858 1197 2858
12047,2762 260 1198 318 593 1196 858 457 2858 589
12051,260 1196 1198 858 2762 318 1240 593 1200 2028
12061,1198 2028 318 260 593 858 1196 2858 1197 1291
12063,912 858 908 923 919 1193 904 913 750 260
12073,318 2762 2858 2396 858 912 593 1617 260 908
